,Campaign,Campaign ID,Campaign Start Date,Campaign End Date,Line Item,Line Item ID,Line Item End Date,Line Item Start Date,Cost,Impressions,Clicks
1291,Campaign 161,897812,2017-05-15,2017-06-22,Line Item 2,2831543,2017-06-21,2017-05-15,21722.806811,536865,1222
1292,Campaign 161,897812,2017-05-15,2017-06-22,Line Item 3,2831547,2017-06-21,2017-05-15,10940.636346,254518,699
1293,Campaign 161,897812,2017-05-15,2017-06-22,Line Item 4,2831545,2017-06-21,2017-05-15,4427.935435,56102,53
1294,Campaign 161,897812,2017-05-15,2017-06-22,Line Item 5,2831542,2017-06-21,2017-05-15,12737.745524,670522,777
1295,Campaign 161,897812,2017-05-15,2017-06-22,Line Item 6,2833142,2017-06-21,2017-05-15,10945.04532,173413,708
1296,Campaign 161,897812,2017-05-15,2017-06-22,Line Item 7,2831541,2017-06-21,2017-05-15,13323.434726,261695,319
1297,Campaign 161,897812,2017-05-15,2017-06-22,Line Item 8,2833141,2017-06-21,2017-05-15,19900.063192,284393,1032
1298,Campaign 161,897812,2017-05-15,2017-06-22,Line Item 9,2831540,2017-06-21,2017-05-15,7969.557622,110565,85
1299,Campaign 161,897812,2017-05-15,2017-06-22,Line Item 10,2831539,2017-06-21,2017-05-15,14822.245785,439767,452
1300,Campaign 161,897812,2017-05-15,2017-06-22,Line Item 11,2831326,2017-06-21,2017-05-15,10354.913776,155086,694
1301,Campaign 161,897812,2017-05-15,2017-06-22,Line Item 12,2833146,2017-06-21,2017-05-15,1572.13669,24007,69
1302,Campaign 162,989272,2017-08-14,2017-09-03,Line Item 1,3053366,2017-09-03,2017-08-16,15325.350787,430199,1124
1303,Campaign 162,989272,2017-08-14,2017-09-03,Line Item 2,3053373,2017-09-03,2017-08-16,8126.729281,205041,601
1304,Campaign 162,989272,2017-08-14,2017-09-03,Line Item 3,3053368,2017-09-03,2017-08-16,10891.683519,136519,369
1305,Campaign 162,989272,2017-08-14,2017-09-03,Line Item 4,3053365,2017-09-03,2017-08-16,8868.07213,381839,506
1306,Campaign 162,989272,2017-08-14,2017-09-03,Line Item 5,3072452,2017-09-03,2017-08-23,118.707128,5228,2
1307,Campaign 162,989272,2017-08-14,2017-09-03,Line Item 6,3053364,2017-09-03,2017-08-16,12195.395074,189570,990
1308,Campaign 162,989272,2017-08-14,2017-09-03,Line Item 7,3053362,2017-09-03,2017-08-16,6549.04704,104492,544
1309,Campaign 162,989272,2017-08-14,2017-09-03,Line Item 8,3053360,2017-09-03,2017-08-16,11214.439502,415991,1421
1310,Campaign 162,989272,2017-08-14,2017-09-03,Line Item 9,3053359,2017-09-03,2017-08-16,2658.457822,53835,305
1311,Campaign 162,989272,2017-08-14,2017-09-03,Line Item 10,3053356,2017-09-03,2017-08-16,591.473228,10530,32
1312,Campaign 163,1019357,2017-09-11,2017-12-31,Line Item 1,3125211,2017-12-31,2017-09-11,21641.959798,442961,724
1313,Campaign 163,1019357,2017-09-11,2017-12-31,Line Item 2,3125207,2017-12-31,2017-09-11,146081.800703,3211455,6646
1314,Campaign 163,1019357,2017-09-11,2017-12-31,Line Item 3,3125212,2017-12-31,2017-09-11,1364.43766,30450,72
1315,Campaign 163,1019357,2017-09-11,2017-12-31,Line Item 4,3125209,2017-12-31,2017-09-11,0.217654,3,0
1316,Campaign 163,1019357,2017-09-11,2017-12-31,Line Item 5,3125203,2017-12-31,2017-09-11,3320.971245,47106,90
1317,Campaign 163,1019357,2017-09-11,2017-12-31,Line Item 6,3125205,2017-12-31,2017-09-11,27356.690558,1112027,1430
1318,Campaign 163,1019357,2017-09-11,2017-12-31,Line Item 7,3125202,2017-12-31,2017-09-11,66751.026751,2981084,3396
1319,Campaign 163,1019357,2017-09-11,2017-12-31,Line Item 8,3125200,2017-12-31,2017-09-11,545.836045,8906,17
1320,Campaign 163,1019357,2017-09-11,2017-12-31,Line Item 9,3125201,2017-12-31,2017-09-11,49636.796539,781486,2236
1321,Campaign 164,892819,2017-05-08,2017-06-28,Line Item 1,2810138,2017-06-28,2017-05-08,36821.221912,945455,1283
1322,Campaign 164,892819,2017-05-08,2017-06-28,Line Item 2,2810134,2017-06-28,2017-05-08,65840.153929,1671806,3187
1323,Campaign 164,892819,2017-05-08,2017-06-28,Line Item 3,2810147,2017-06-28,2017-05-08,21353.259353,528590,1262
1324,Campaign 164,892819,2017-05-08,2017-06-28,Line Item 4,2810133,2017-06-28,2017-05-08,33753.651608,411372,630
1325,Campaign 164,892819,2017-05-08,2017-06-28,Line Item 5,2810148,2017-06-28,2017-05-08,109328.249348,4096659,5061
1326,Campaign 164,892819,2017-05-08,2017-06-28,Line Item 6,2810135,2017-06-28,2017-05-08,36526.727071,654874,1213
1327,Campaign 164,892819,2017-05-08,2017-06-28,Line Item 7,2810137,2017-06-28,2017-05-08,8039.287678,102307,120
1328,Campaign 164,892819,2017-05-08,2017-06-28,Line Item 8,2810136,2017-06-25,2017-05-08,2697.486256,83942,59
1329,Campaign 164,892819,2017-05-08,2017-06-28,Line Item 9,2810131,2017-06-28,2017-05-08,32513.547383,1580459,1526
1330,Campaign 164,892819,2017-05-08,2017-06-28,Line Item 10,2810132,2017-06-28,2017-05-08,6356.52956,99092,571
1331,Campaign 165,988976,2017-08-16,2017-09-10,Line Item 1,3052804,2017-09-10,2017-08-16,18739.67075,530075,800
1332,Campaign 165,988976,2017-08-16,2017-09-10,Line Item 2,3052802,2017-09-10,2017-08-16,46313.358498,1166069,2925
1333,Campaign 165,988976,2017-08-16,2017-09-10,Line Item 3,3052806,2017-09-10,2017-08-16,34111.360285,827804,1958
1334,Campaign 165,988976,2017-08-16,2017-09-10,Line Item 4,3052803,2017-09-10,2017-08-16,1482.324208,18156,34
1335,Campaign 165,988976,2017-08-16,2017-09-10,Line Item 5,3052798,2017-09-10,2017-08-16,35005.451743,1885091,1900
1336,Campaign 165,988976,2017-08-16,2017-09-10,Line Item 6,3052796,2017-09-10,2017-08-16,10797.82489,192447,368
1337,Campaign 165,988976,2017-08-16,2017-09-10,Line Item 7,3052794,2017-09-10,2017-08-16,36986.659193,2100976,1570
1338,Campaign 165,988976,2017-08-16,2017-09-10,Line Item 8,3053390,2017-09-10,2017-08-16,305.873609,5677,8
1339,Campaign 165,988976,2017-08-16,2017-09-10,Line Item 9,3052793,2017-09-10,2017-08-16,10022.872303,177070,568
1340,Campaign 166,791263,2017-02-06,2017-02-24,Line Item 1,2553250,2017-02-24,2017-02-06,28928.359826,694087,963
1341,Campaign 166,791263,2017-02-06,2017-02-24,Line Item 2,2553244,2017-02-24,2017-02-06,27801.769683,840345,1675
1342,Campaign 166,791263,2017-02-06,2017-02-24,Line Item 3,2553245,2017-02-24,2017-02-06,4566.719387,57433,86
1343,Campaign 166,791263,2017-02-06,2017-02-24,Line Item 4,2553238,2017-02-24,2017-02-06,3543.049043,83628,86
1344,Campaign 166,791263,2017-02-06,2017-02-24,Line Item 5,2553239,2017-02-24,2017-02-06,16090.571048,235510,472
1345,Campaign 166,791263,2017-02-06,2017-02-24,Line Item 6,2553255,2017-02-24,2017-02-06,224.727787,4371,6
1346,Campaign 166,791263,2017-02-06,2017-02-24,Line Item 7,2553237,2017-02-24,2017-02-06,19803.667356,1198726,1092
1347,Campaign 166,791263,2017-02-06,2017-02-24,Line Item 8,2553235,2017-02-24,2017-02-06,24179.764451,371447,1946
1348,Campaign 166,791263,2017-02-06,2017-02-24,Line Item 9,2553236,2017-02-24,2017-02-06,13624.394632,1724140,1087
1349,Campaign 166,791263,2017-02-06,2017-02-24,Line Item 10,2553232,2017-02-24,2017-02-06,2844.822322,44140,261
1350,Campaign 167,843103,2017-03-13,2017-03-29,Line Item 1,2618643,2017-03-29,2017-03-13,37784.037011,1361740,2417
1351,Campaign 167,843103,2017-03-13,2017-03-29,Line Item 2,2618642,2017-03-29,2017-03-13,28097.944585,637974,2030
1352,Campaign 167,843103,2017-03-13,2017-03-29,Line Item 3,2618969,2017-03-29,2017-03-13,9312.309448,116166,275
1353,Campaign 167,843103,2017-03-13,2017-03-29,Line Item 4,2618650,2017-03-29,2017-03-13,21188.898985,1295413,1652
1354,Campaign 167,843103,2017-03-13,2017-03-29,Line Item 5,2618648,2017-03-29,2017-03-13,10369.216574,162145,594
1355,Campaign 167,843103,2017-03-13,2017-03-29,Line Item 6,2618646,2017-03-29,2017-03-13,132.603015,2519,19
1356,Campaign 167,843103,2017-03-13,2017-03-29,Line Item 7,2618645,2017-03-29,2017-03-13,2012.270712,24626,105
1357,Campaign 167,843103,2017-03-13,2017-03-29,Line Item 8,2618537,2017-03-29,2017-03-13,3414.820665,55783,472
1358,Campaign 168,711582,2016-10-24,2016-11-08,Line Item 1,2331496,2016-11-07,2016-10-24,0.0,0,0
1359,Campaign 168,711582,2016-10-24,2016-11-08,Line Item 2,2331492,2016-11-07,2016-10-24,0.0,0,0
1360,Campaign 168,711582,2016-10-24,2016-11-08,Line Item 3,2331494,2016-11-07,2016-10-24,0.0,0,0
1361,Campaign 168,711582,2016-10-24,2016-11-08,Line Item 4,2331473,2016-11-07,2016-10-24,0.0,0,0
1362,Campaign 168,711582,2016-10-24,2016-11-08,Line Item 5,2331487,2016-11-07,2016-10-24,0.0,0,0
1363,Campaign 169,606711,2016-05-20,2016-06-26,Line Item 1,2053153,2016-06-26,2016-05-21,0.0,0,1
1364,Campaign 170,1019350,2017-09-15,2017-12-31,Line Item 1,3125435,2017-12-31,2017-09-15,91668.827763,1935011,3233
1365,Campaign 170,1019350,2017-09-15,2017-12-31,Line Item 2,3125431,2017-12-31,2017-09-15,281653.301321,7166267,13018
1366,Campaign 170,1019350,2017-09-15,2017-12-31,Line Item 3,3125437,2017-12-31,2017-09-15,53622.765096,1162040,3697
1367,Campaign 170,1019350,2017-09-15,2017-12-31,Line Item 4,3125433,2017-12-31,2017-09-15,32454.726608,420462,748
1368,Campaign 170,1019350,2017-09-15,2017-12-31,Line Item 5,3125426,2017-12-31,2017-09-15,6052.935773,98123,430
1369,Campaign 170,1019350,2017-09-15,2017-12-31,Line Item 6,3125424,2017-12-31,2017-09-15,3226.523558,47362,108
1370,Campaign 170,1019350,2017-09-15,2017-12-31,Line Item 7,3125429,2017-12-31,2017-09-15,50729.232855,2152835,2797
1371,Campaign 170,1019350,2017-09-15,2017-12-31,Line Item 8,3125417,2017-12-31,2017-09-15,42738.224172,2073098,2741
1372,Campaign 170,1019350,2017-09-15,2017-12-31,Line Item 9,3125420,2017-12-31,2017-09-15,141680.201535,2417410,10487
1373,Campaign 170,1019350,2017-09-15,2017-12-31,Line Item 10,3125415,2017-12-31,2017-09-15,87205.350946,1343940,4660
1374,Campaign 170,1019350,2017-09-15,2017-12-31,Line Item 11,3125413,2017-12-31,2017-09-15,7885.134714,108447,259
1375,Campaign 171,861623,2017-03-27,2017-04-12,Line Item 1,2670143,2017-04-12,2017-03-27,51586.671097,1612014,2307
1376,Campaign 171,861623,2017-03-27,2017-04-12,Line Item 2,2670124,2017-04-12,2017-03-27,16551.040861,413179,887
1377,Campaign 171,861623,2017-03-27,2017-04-12,Line Item 3,2670147,2017-04-12,2017-03-27,12693.760324,421974,1033
1378,Campaign 171,861623,2017-03-27,2017-04-12,Line Item 4,2670127,2017-04-12,2017-03-27,11359.877881,145446,114
1379,Campaign 171,861623,2017-03-27,2017-04-12,Line Item 5,2670140,2017-04-12,2017-03-27,5430.476522,154113,118
1380,Campaign 171,861623,2017-03-27,2017-04-12,Line Item 6,2670119,2017-04-12,2017-03-27,45897.340373,718333,2837
1381,Campaign 171,861623,2017-03-27,2017-04-12,Line Item 7,2670130,2017-04-12,2017-03-27,12263.844892,177007,615
1382,Campaign 172,896876,2017-05-15,2017-06-30,Line Item 1,2824187,2017-06-30,2017-05-15,54778.767272,1326121,2266
1383,Campaign 172,896876,2017-05-15,2017-06-30,Line Item 2,2830983,2017-06-30,2017-05-15,123494.80079,3440652,5602
1384,Campaign 172,896876,2017-05-15,2017-06-30,Line Item 3,2831014,2017-06-30,2017-05-15,53610.696031,1347764,3119
1385,Campaign 172,896876,2017-05-15,2017-06-30,Line Item 4,2824183,2017-06-30,2017-05-15,40167.476911,512298,404
1386,Campaign 172,896876,2017-05-15,2017-06-30,Line Item 5,2826635,2017-06-30,2017-05-15,44635.280004,2064284,2287
1387,Campaign 172,896876,2017-05-15,2017-06-30,Line Item 6,2833119,2017-06-30,2017-05-15,48605.394208,788530,2493
1388,Campaign 172,896876,2017-05-15,2017-06-30,Line Item 7,2824179,2017-06-30,2017-05-15,35782.65518,673261,993
1389,Campaign 172,896876,2017-05-15,2017-06-30,Line Item 8,2833126,2017-06-30,2017-05-15,87378.923534,1276369,4812
1390,Campaign 172,896876,2017-05-15,2017-06-30,Line Item 9,2824145,2017-06-30,2017-05-15,15656.346713,188253,239
1391,Campaign 172,896876,2017-05-15,2017-06-30,Line Item 10,2831416,2017-06-30,2017-05-15,49148.084807,2010737,1928
1392,Campaign 172,896876,2017-05-15,2017-06-30,Line Item 11,2829601,2017-06-30,2017-05-15,30251.865056,467813,1713
1393,Campaign 172,896876,2017-05-15,2017-06-30,Line Item 12,2833147,2017-06-30,2017-05-15,1891.415702,27148,77
1394,Campaign 173,776683,2017-01-16,2017-02-05,Line Item 1,2511992,2017-02-05,2017-01-16,16827.300934,446233,1132
1395,Campaign 173,776683,2017-01-16,2017-02-05,Line Item 2,2511980,2017-02-05,2017-01-16,27187.093726,940984,2109
1396,Campaign 173,776683,2017-01-16,2017-02-05,Line Item 3,2511991,2017-02-05,2017-01-16,8780.964988,264810,860
1397,Campaign 173,776683,2017-01-16,2017-02-05,Line Item 4,2511990,2017-02-05,2017-01-16,8895.967655,111270,197
1398,Campaign 173,776683,2017-01-16,2017-02-05,Line Item 5,2511979,2017-02-05,2017-01-16,7670.98059,89877,249
1399,Campaign 173,776683,2017-01-16,2017-02-05,Line Item 6,2511977,2017-02-05,2017-01-16,8089.635759,185308,303
1400,Campaign 173,776683,2017-01-16,2017-02-05,Line Item 7,2511976,2017-02-05,2017-01-16,17313.057742,1451327,1899
1401,Campaign 173,776683,2017-01-16,2017-02-05,Line Item 8,2511975,2017-02-05,2017-01-16,18805.005884,2323322,1410
1402,Campaign 173,776683,2017-01-16,2017-02-05,Line Item 9,2511974,2017-02-05,2017-01-16,24880.438707,398119,2116
1403,Campaign 173,776683,2017-01-16,2017-02-05,Line Item 10,2511973,2017-02-05,2017-01-16,10398.050461,187154,852
1404,Campaign 174,723758,2016-11-07,2016-11-27,Line Item 1,2362302,2016-11-27,2016-11-07,0.0,0,0
1405,Campaign 174,723758,2016-11-07,2016-11-27,Line Item 2,2362309,2016-11-27,2016-11-07,0.0,0,0
1406,Campaign 174,723758,2016-11-07,2016-11-27,Line Item 3,2362303,2016-11-27,2016-11-07,0.0,0,0
1407,Campaign 174,723758,2016-11-07,2016-11-27,Line Item 4,2362758,2016-11-27,2016-11-07,0.0,0,0
1408,Campaign 174,723758,2016-11-07,2016-11-27,Line Item 5,2362310,2016-11-27,2016-11-07,0.0,0,0
1409,Campaign 174,723758,2016-11-07,2016-11-27,Line Item 6,2362314,2016-11-27,2016-11-07,0.0,0,0
1410,Campaign 174,723758,2016-11-07,2016-11-27,Line Item 7,2362315,2016-11-27,2016-11-07,0.0,0,0
1411,Campaign 174,723758,2016-11-07,2016-11-27,Line Item 8,2362322,2016-11-27,2016-11-07,0.0,0,0
1412,Campaign 174,723758,2016-11-07,2016-11-27,Line Item 9,2362323,2016-11-27,2016-11-07,0.0,0,0
1413,Campaign 175,741515,2016-11-28,2016-12-13,Line Item 1,2406817,2016-12-11,2016-11-28,0.0,0,0
1414,Campaign 175,741515,2016-11-28,2016-12-13,Line Item 2,2406819,2016-12-11,2016-11-28,0.0,0,6
1415,Campaign 175,741515,2016-11-28,2016-12-13,Line Item 3,2406818,2016-12-11,2016-11-28,0.0,0,0
1416,Campaign 175,741515,2016-11-28,2016-12-13,Line Item 4,2406816,2016-12-11,2016-11-28,0.0,0,1
1417,Campaign 175,741515,2016-11-28,2016-12-13,Line Item 5,2406815,2016-12-11,2016-11-28,0.0,0,0
1418,Campaign 175,741515,2016-11-28,2016-12-13,Line Item 6,2406813,2016-12-11,2016-11-28,0.0,0,0
1419,Campaign 175,741515,2016-11-28,2016-12-13,Line Item 7,2406812,2016-12-11,2016-11-28,0.0,0,0
1420,Campaign 176,699818,2016-10-10,2016-10-31,Line Item 1,2299016,2016-10-30,2016-10-10,0.0,0,0
1421,Campaign 176,699818,2016-10-10,2016-10-31,Line Item 2,2299019,2016-10-30,2016-10-10,0.0,0,0
1422,Campaign 176,699818,2016-10-10,2016-10-31,Line Item 3,2299012,2016-10-30,2016-10-10,0.0,0,0
1423,Campaign 177,1161948,2017-11-27,2017-12-31,Line Item 1,3352686,2017-12-31,2017-11-27,29040.400121,402316,2660
1424,Campaign 177,1161948,2017-11-27,2017-12-31,Line Item 2,3352679,2017-12-31,2017-11-27,14546.383816,436164,944
1425,Campaign 177,1161948,2017-11-27,2017-12-31,Line Item 3,3352677,2017-12-31,2017-11-27,43009.796788,1186723,3429
1426,Campaign 177,1161948,2017-11-27,2017-12-31,Line Item 4,3352676,2017-12-31,2017-11-27,95358.333439,1557330,4991
1427,Campaign 177,1161948,2017-11-27,2017-12-31,Line Item 5,3352675,2017-12-31,2017-11-27,59480.219142,1324673,5890
1428,Campaign 178,1125114,2017-10-30,2017-12-10,Line Item 1,3234001,2017-12-10,2017-10-30,14522.237637,344062,551
1429,Campaign 178,1125114,2017-10-30,2017-12-10,Line Item 2,3234837,2017-12-10,2017-10-30,14527.924454,314395,774
1430,Campaign 178,1125114,2017-10-30,2017-12-10,Line Item 3,3352536,2017-12-10,2017-11-23,22465.509755,390226,1025
1431,Campaign 178,1125114,2017-10-30,2017-12-10,Line Item 4,3233999,2017-12-10,2017-10-30,22441.263516,459840,1004
1432,Campaign 179,1127612,2017-10-23,2017-11-12,Line Item 1,3244151,2017-11-12,2017-10-23,19839.351573,801618,985
1433,Campaign 179,1127612,2017-10-23,2017-11-12,Line Item 2,3244125,2017-11-12,2017-10-23,19424.276515,536726,560
1434,Campaign 179,1127612,2017-10-23,2017-11-12,Line Item 3,3244149,2017-11-12,2017-10-23,19321.886396,478457,578
1435,Campaign 179,1127612,2017-10-23,2017-11-12,Line Item 4,3246327,2017-11-12,2017-10-23,19759.879237,779023,934
1436,Campaign 179,1127612,2017-10-23,2017-11-12,Line Item 5,3246316,2017-11-12,2017-10-23,15949.237896,325238,494
1437,Campaign 179,1127612,2017-10-23,2017-11-12,Line Item 6,3246321,2017-11-12,2017-10-23,19879.21816,551216,553
1438,Campaign 179,1127612,2017-10-23,2017-11-12,Line Item 7,3246340,2017-11-12,2017-10-23,75964.387179,3130644,4404
1439,Campaign 179,1127612,2017-10-23,2017-11-12,Line Item 8,3246331,2017-11-12,2017-10-23,32002.682112,768344,1459
1440,Campaign 179,1127612,2017-10-23,2017-11-12,Line Item 9,3246332,2017-11-12,2017-10-23,39841.509233,1188524,1946
1441,Campaign 180,1127578,2017-10-23,2017-11-12,Line Item 1,3249116,2017-11-12,2017-10-23,38375.670817,696108,2339
1442,Campaign 180,1127578,2017-10-23,2017-11-12,Line Item 2,3249115,2017-11-12,2017-10-23,194682.194444,5374652,14211
1443,Campaign 181,1181907,2018-01-01,2018-08-31,Line Item 1,3432721,2018-08-31,2018-01-01,0.0,0,26
1444,Campaign 182,1157242,2017-11-20,2017-12-31,Line Item 1,3334636,2017-12-31,2017-11-20,88765.073699,1719632,4062
1445,Campaign 182,1157242,2017-11-20,2017-12-31,Line Item 2,3334660,2017-12-31,2017-11-20,85631.820354,1946060,5140
1446,Campaign 182,1157242,2017-11-20,2017-12-31,Line Item 3,3334604,2017-12-31,2017-11-20,26163.991146,282236,426
1447,Campaign 182,1157242,2017-11-20,2017-12-31,Line Item 4,3334513,2017-12-31,2017-11-20,19527.15932,145973,311
1448,Campaign 182,1157242,2017-11-20,2017-12-31,Line Item 5,3334610,2017-12-31,2017-11-20,53156.112121,1253823,1777
1449,Campaign 182,1157242,2017-11-20,2017-12-31,Line Item 6,3334497,2017-12-31,2017-11-20,88452.189847,2938506,4472
1450,Campaign 182,1157242,2017-11-20,2017-12-31,Line Item 7,3334617,2017-12-31,2017-11-20,62034.700511,2714361,5111
1451,Campaign 183,1030109,2017-09-25,2017-10-22,Line Item 1,3157248,2017-10-22,2017-09-25,20317.566142,306807,1937
1452,Campaign 183,1030109,2017-09-25,2017-10-22,Line Item 2,3156822,2017-10-22,2017-09-25,4283.785361,49619,47
1453,Campaign 183,1030109,2017-09-25,2017-10-22,Line Item 3,3156965,2017-10-22,2017-09-25,23792.903526,1169561,2517
1454,Campaign 183,1030109,2017-09-25,2017-10-22,Line Item 4,3156620,2017-10-22,2017-09-25,9657.025833,155980,430
1455,Campaign 183,1030109,2017-09-25,2017-10-22,Line Item 5,3156616,2017-10-22,2017-09-25,65597.261317,1877897,9013
1456,Campaign 183,1030109,2017-09-25,2017-10-22,Line Item 6,3156625,2017-10-22,2017-09-25,5825.756807,162014,202
1457,Campaign 183,1030109,2017-09-25,2017-10-22,Line Item 7,3156820,2017-10-22,2017-09-25,8925.895133,203858,646
1458,Campaign 183,1030109,2017-09-25,2017-10-22,Line Item 8,3156743,2017-10-22,2017-09-25,34744.0097,533982,1337
1459,Campaign 183,1030109,2017-09-25,2017-10-22,Line Item 9,3156628,2017-10-22,2017-09-25,56301.702185,861016,3817
1460,Campaign 183,1030109,2017-09-25,2017-10-22,Line Item 10,3156617,2017-10-22,2017-09-25,44625.085403,1024700,7879
1461,Campaign 183,1030109,2017-09-25,2017-10-22,Line Item 11,3156618,2017-10-22,2017-09-25,111843.881838,1594341,6848
1462,Campaign 183,1030109,2017-09-25,2017-10-22,Line Item 12,3156611,2017-10-22,2017-09-25,50944.81658,1150351,4764
1463,Campaign 183,1030109,2017-09-25,2017-10-22,Line Item 13,3156627,2017-10-22,2017-09-25,16286.402639,223195,888
1464,Campaign 184,1104520,2017-10-03,2017-10-23,Line Item 1,3198171,2017-10-23,2017-10-03,46629.353181,882625,2494
1465,Campaign 184,1104520,2017-10-03,2017-10-23,Line Item 2,3198175,2017-10-23,2017-10-03,33650.666401,486618,2401
1466,Campaign 184,1104520,2017-10-03,2017-10-23,Line Item 3,3198173,2017-10-23,2017-10-03,13921.679985,184194,492
1467,Campaign 184,1104520,2017-10-03,2017-10-23,Line Item 4,3198174,2017-10-23,2017-10-03,9372.516763,208835,407
1468,Campaign 184,1104520,2017-10-03,2017-10-23,Line Item 5,3198172,2017-10-23,2017-10-03,53239.656723,1623225,3562
1469,Campaign 185,871570,2017-04-19,2017-05-24,Line Item 1,2714498,2017-05-07,2017-04-19,10971.576622,241960,286
1470,Campaign 185,871570,2017-04-19,2017-05-24,Line Item 2,2715640,2017-05-07,2017-04-19,3056.84972,44454,64
1471,Campaign 185,871570,2017-04-19,2017-05-24,Line Item 3,2714347,2017-05-07,2017-04-19,5349.630561,79683,713
1472,Campaign 185,871570,2017-04-19,2017-05-24,Line Item 4,2714469,2017-05-07,2017-04-19,3681.064414,64321,71
1473,Campaign 185,871570,2017-04-19,2017-05-24,Line Item 5,2714345,2017-05-07,2017-04-19,9827.829544,124872,878
1474,Campaign 186,1150172,2017-11-13,2017-12-17,Line Item 1,3311100,2017-12-17,2017-11-13,92963.138193,1771743,4422
1475,Campaign 186,1150172,2017-11-13,2017-12-17,Line Item 2,3311096,2017-12-17,2017-11-13,23380.38803,347221,782
1476,Campaign 186,1150172,2017-11-13,2017-12-17,Line Item 3,3311291,2017-12-17,2017-11-13,42078.115346,934791,2312
1477,Campaign 186,1150172,2017-11-13,2017-12-17,Line Item 4,3311083,2017-12-17,2017-11-13,165369.86341,6054714,12386
1478,Campaign 186,1150172,2017-11-13,2017-12-17,Line Item 5,3311098,2017-12-17,2017-11-13,169816.908237,6706804,15382
1479,Campaign 187,1007943,2017-09-14,2017-09-28,Line Item 1,3100875,2017-09-28,2017-09-14,2833.687274,20120,281
1480,Campaign 187,1007943,2017-09-14,2017-09-28,Line Item 2,3100552,2017-09-28,2017-09-14,6620.881778,50719,558
1481,Campaign 187,1007943,2017-09-14,2017-09-28,Line Item 3,3100251,2017-09-28,2017-09-14,10306.739572,83283,790
1482,Campaign 187,1007943,2017-09-14,2017-09-28,Line Item 4,3107432,2017-09-28,2017-09-14,5315.290303,59452,414
1483,Campaign 187,1007943,2017-09-14,2017-09-28,Line Item 5,3107445,2017-09-28,2017-09-14,8265.641498,63611,909
1484,Campaign 187,1007943,2017-09-14,2017-09-28,Line Item 6,3108389,2017-09-28,2017-09-14,10100.715965,110997,835
1485,Campaign 187,1007943,2017-09-14,2017-09-28,Line Item 7,3106761,2017-09-28,2017-09-14,7115.58741,119603,752
1486,Campaign 187,1007943,2017-09-14,2017-09-28,Line Item 8,3100509,2017-09-28,2017-09-14,13877.914165,146848,2380
1487,Campaign 187,1007943,2017-09-14,2017-09-28,Line Item 9,3100702,2017-09-28,2017-09-14,2945.395623,25107,233
1488,Campaign 187,1007943,2017-09-14,2017-09-28,Line Item 10,3100492,2017-09-28,2017-09-14,12529.825561,100572,1046
1489,Campaign 187,1007943,2017-09-14,2017-09-28,Line Item 11,3100370,2017-09-28,2017-09-14,15601.432752,432103,3106
1490,Campaign 187,1007943,2017-09-14,2017-09-28,Line Item 12,3136541,2017-09-28,2017-09-14,3607.984156,45286,371
1491,Campaign 187,1007943,2017-09-14,2017-09-28,Line Item 13,3136527,2017-09-28,2017-09-14,10815.920246,120692,653
1492,Campaign 187,1007943,2017-09-14,2017-09-28,Line Item 14,3107105,2017-09-28,2017-09-14,4361.880482,46719,348
1493,Campaign 188,754590,2017-01-02,2017-12-31,Line Item 1,2465020,2017-12-30,2017-01-02,7704.279276,120614,200
1494,Campaign 188,754590,2017-01-02,2017-12-31,Line Item 2,2459442,2017-12-30,2017-01-02,368844.643965,20035587,31739
1495,Campaign 188,754590,2017-01-02,2017-12-31,Line Item 3,2459447,2017-12-30,2017-01-02,115129.957871,2208409,7051
1496,Campaign 188,754590,2017-01-02,2017-12-31,Line Item 4,2459444,2017-12-30,2017-01-02,244479.397563,3595866,24380
1497,Campaign 188,754590,2017-01-02,2017-12-31,Line Item 5,2459445,2017-12-30,2017-01-02,219944.808848,3472148,10470
1498,Campaign 188,754590,2017-01-02,2017-12-31,Line Item 6,2459440,2017-12-30,2017-01-02,4025.746185,63725,406
1499,Campaign 188,754590,2017-01-02,2017-12-31,Line Item 7,2465018,2017-12-30,2017-01-02,51107.065078,1516926,4879
1500,Campaign 188,754590,2017-01-02,2017-12-31,Line Item 8,2459443,2017-12-30,2017-01-02,130802.882433,2837068,6204
1501,Campaign 188,754590,2017-01-02,2017-12-31,Line Item 9,2459435,2017-12-30,2017-01-02,16342.745064,208675,536
1502,Campaign 188,754590,2017-01-02,2017-12-31,Line Item 10,2459441,2017-12-30,2017-01-02,7391.682021,82322,303
1503,Campaign 188,754590,2017-01-02,2017-12-31,Line Item 11,2459438,2017-12-30,2017-01-02,35539.554045,496297,2478
1504,Campaign 188,754590,2017-01-02,2017-12-31,Line Item 12,2459437,2017-12-30,2017-01-02,104072.66868,2936056,7618
1505,Campaign 188,754590,2017-01-02,2017-12-31,Line Item 13,2459436,2017-12-30,2017-01-02,650153.773084,30539052,69662
1506,Campaign 188,754590,2017-01-02,2017-12-31,Line Item 14,2459439,2017-12-30,2017-01-02,21660.235164,328382,1311
1507,Campaign 188,754590,2017-01-02,2017-12-31,Line Item 15,2672424,2017-12-30,2017-01-02,12222.680247,244711,770
1508,Campaign 188,754590,2017-01-02,2017-12-31,Line Item 16,2459434,2017-12-30,2017-01-02,121375.673668,5605096,12460
