,Campaign,Campaign ID,Campaign Start Date,Campaign End Date,Line Item,Line Item ID,Line Item End Date,Line Item Start Date,Cost,Impressions,Clicks
0,Campaign 1,865202,2017-04-03,2017-05-28,Line Item 1,2680866,2017-05-28,2017-04-03,27013.746257,325149,1542
1,Campaign 1,865202,2017-04-03,2017-05-28,Line Item 2,2680687,2017-05-28,2017-04-03,46293.606566,1094244,2694
2,Campaign 1,865202,2017-04-03,2017-05-28,Line Item 3,2680668,2017-05-28,2017-04-03,25442.522698,282845,993
3,Campaign 1,865202,2017-04-03,2017-05-28,Line Item 4,2680688,2017-05-28,2017-04-03,7216.21267,148367,143
4,Campaign 1,865202,2017-04-03,2017-05-28,Line Item 5,2685307,2017-05-28,2017-04-03,46577.49023,998375,2812
5,Campaign 1,865202,2017-04-03,2017-05-28,Line Item 6,2680868,2017-05-28,2017-04-03,69696.342186,1591598,6838
6,Campaign 1,865202,2017-04-03,2017-05-28,Line Item 7,2680695,2017-05-28,2017-04-03,33634.584641,746960,1716
7,Campaign 1,865202,2017-04-03,2017-05-28,Line Item 8,2680765,2017-05-28,2017-04-03,51699.739712,1035880,4092
8,Campaign 1,865202,2017-04-03,2017-05-28,Line Item 9,2680986,2017-05-28,2017-04-03,26084.061126,440013,1078
9,Campaign 2,1066527,2017-10-02,2017-11-30,Line Item 1,3250019,2017-11-30,2017-10-20,9867.284113,180771,584
10,Campaign 2,1066527,2017-10-02,2017-11-30,Line Item 2,3249959,2017-11-30,2017-10-20,21832.512288,410172,1184
11,Campaign 2,1066527,2017-10-02,2017-11-30,Line Item 3,3178441,2017-11-30,2017-10-02,22124.864689,265195,404
12,Campaign 2,1066527,2017-10-02,2017-11-30,Line Item 4,3178408,2017-11-30,2017-10-02,34811.283625,412255,1454
13,Campaign 2,1066527,2017-10-02,2017-11-30,Line Item 5,3178378,2017-11-30,2017-10-02,46143.852405,751521,1037
14,Campaign 2,1066527,2017-10-02,2017-11-30,Line Item 6,3178368,2017-11-30,2017-10-02,29784.336393,1393312,1541
15,Campaign 2,1066527,2017-10-02,2017-11-30,Line Item 7,3178331,2017-11-30,2017-10-02,44188.593549,7368968,4530
16,Campaign 2,1066527,2017-10-02,2017-11-30,Line Item 8,3178396,2017-11-30,2017-10-02,6355.572454,194356,327
17,Campaign 2,1066527,2017-10-02,2017-11-30,Line Item 9,3178426,2017-11-30,2017-10-02,26583.572572,806003,1054
18,Campaign 2,1066527,2017-10-02,2017-11-30,Line Item 10,3233982,2017-11-30,2017-10-16,17660.936568,448538,680
19,Campaign 2,1066527,2017-10-02,2017-11-30,Line Item 11,3178334,2017-11-30,2017-10-02,45188.60732,1385605,1692
20,Campaign 2,1066527,2017-10-02,2017-11-30,Line Item 12,3176031,2017-11-30,2017-10-02,11273.074998,228361,588
21,Campaign 3,856098,2017-03-20,2018-01-02,Line Item 1,2657244,2018-01-02,2017-03-20,110049.12003,1439669,2358
22,Campaign 3,856098,2017-03-20,2018-01-02,Line Item 2,2657321,2018-01-02,2017-03-20,34867.747789,447698,533
23,Campaign 3,856098,2017-03-20,2018-01-02,Line Item 3,2657238,2018-01-02,2017-03-20,19379.158491,242015,551
24,Campaign 3,856098,2017-03-20,2018-01-02,Line Item 4,2657360,2017-12-31,2017-03-20,59867.734458,753649,1141
25,Campaign 3,856098,2017-03-20,2018-01-02,Line Item 5,2657373,2018-01-02,2017-03-20,66867.873804,871852,1444
26,Campaign 3,856098,2017-03-20,2018-01-02,Line Item 6,2657358,2017-12-31,2017-03-20,122908.053396,1566124,3669
27,Campaign 3,856098,2017-03-20,2018-01-02,Line Item 7,2657359,2017-12-31,2017-03-20,131075.649885,1629324,5218
28,Campaign 3,856098,2017-03-20,2018-01-02,Line Item 8,2657346,2017-12-31,2017-03-20,103583.677163,1284303,5890
29,Campaign 3,856098,2017-03-20,2018-01-02,Line Item 9,2657225,2018-01-02,2017-03-20,154595.59421,2088147,8995
30,Campaign 3,856098,2017-03-20,2018-01-02,Line Item 10,2657228,2018-01-02,2017-03-20,136684.512461,1945229,10388
31,Campaign 3,856098,2017-03-20,2018-01-02,Line Item 11,2657308,2018-01-02,2017-03-20,109310.611187,1393918,2761
32,Campaign 3,856098,2017-03-20,2018-01-02,Line Item 12,2657318,2018-01-02,2017-03-20,100847.593707,1246854,4129
33,Campaign 3,856098,2017-03-20,2018-01-02,Line Item 13,2657316,2018-01-02,2017-03-20,99953.389766,1268241,5818
34,Campaign 3,856098,2017-03-20,2018-01-02,Line Item 14,2657574,2017-12-31,2017-03-20,11285.101079,140233,1194
35,Campaign 3,856098,2017-03-20,2018-01-02,Line Item 15,2657550,2018-01-02,2017-03-20,19863.804346,283986,2863
36,Campaign 3,856098,2017-03-20,2018-01-02,Line Item 16,2657573,2018-01-02,2017-03-20,11208.597559,140943,1289
37,Campaign 4,849646,2017-03-13,2017-03-26,Line Item 1,2639203,2017-03-26,2017-03-13,11941.968159,92015,555
38,Campaign 4,849646,2017-03-13,2017-03-26,Line Item 2,2637884,2017-03-26,2017-03-13,6756.845131,80273,169
39,Campaign 4,849646,2017-03-13,2017-03-26,Line Item 3,2639204,2017-03-26,2017-03-13,15922.797777,138228,775
40,Campaign 4,849646,2017-03-13,2017-03-26,Line Item 4,2638042,2017-03-26,2017-03-13,15923.700827,176178,518
41,Campaign 4,849646,2017-03-13,2017-03-26,Line Item 5,2639202,2017-03-26,2017-03-13,3389.231185,33495,211
42,Campaign 5,874674,2017-04-11,2017-04-18,Line Item 1,2735880,2017-04-18,2017-04-11,7960.296149,66664,439
43,Campaign 5,874674,2017-04-11,2017-04-18,Line Item 2,2735979,2017-04-18,2017-04-11,11940.989014,106137,1059
44,Campaign 5,874674,2017-04-11,2017-04-18,Line Item 3,2735874,2017-04-18,2017-04-11,1243.804846,15736,38
45,Campaign 5,874674,2017-04-11,2017-04-18,Line Item 4,2735865,2017-04-18,2017-04-11,11940.534416,115505,683
46,Campaign 5,874674,2017-04-11,2017-04-18,Line Item 5,2735859,2017-04-18,2017-04-11,11941.323718,143348,508
47,Campaign 5,874674,2017-04-11,2017-04-18,Line Item 6,2735853,2017-04-18,2017-04-11,1123.440823,11958,89
48,Campaign 5,874674,2017-04-11,2017-04-18,Line Item 7,2736066,2017-04-18,2017-04-11,2195.325736,24225,184
49,Campaign 5,874674,2017-04-11,2017-04-18,Line Item 8,2736070,2017-04-18,2017-04-11,5083.242266,113769,967
50,Campaign 6,791299,2017-02-13,2017-03-05,Line Item 1,2572116,2017-03-05,2017-02-13,11365.391442,290127,1190
51,Campaign 6,791299,2017-02-13,2017-03-05,Line Item 2,2572114,2017-03-05,2017-02-13,5382.519043,175561,301
52,Campaign 6,791299,2017-02-13,2017-03-05,Line Item 3,2573347,2017-03-05,2017-02-13,8438.652567,121491,603
53,Campaign 6,791299,2017-02-13,2017-03-05,Line Item 4,2572111,2017-03-05,2017-02-13,8095.930824,490803,628
54,Campaign 6,791299,2017-02-13,2017-03-05,Line Item 5,2572110,2017-03-05,2017-02-13,15126.517032,1185473,2258
55,Campaign 6,791299,2017-02-13,2017-03-05,Line Item 6,2572106,2017-03-05,2017-02-13,3618.498599,62891,382
56,Campaign 7,744527,2016-12-05,2016-12-18,Line Item 1,2416443,2016-12-18,2016-12-05,0.0,0,0
57,Campaign 7,744527,2016-12-05,2016-12-18,Line Item 2,2416441,2016-12-18,2016-12-05,0.0,0,0
58,Campaign 7,744527,2016-12-05,2016-12-18,Line Item 3,2417180,2016-12-18,2016-12-05,0.0,0,0
59,Campaign 7,744527,2016-12-05,2016-12-18,Line Item 4,2416440,2016-12-18,2016-12-05,0.0,0,0
60,Campaign 7,744527,2016-12-05,2016-12-18,Line Item 5,2417177,2016-12-18,2016-12-05,0.0,0,0
61,Campaign 7,744527,2016-12-05,2016-12-18,Line Item 6,2416645,2016-12-18,2016-12-05,0.0,0,0
62,Campaign 7,744527,2016-12-05,2016-12-18,Line Item 7,2417176,2016-12-18,2016-12-05,0.0,0,0
63,Campaign 7,744527,2016-12-05,2016-12-18,Line Item 8,2416438,2016-12-18,2016-12-05,0.0,0,0
64,Campaign 8,1166769,2017-11-28,2017-12-06,Line Item 1,3368148,2017-12-06,2017-11-28,24996.120519,408571,665
65,Campaign 8,1166769,2017-11-28,2017-12-06,Line Item 2,3368103,2017-12-06,2017-11-28,65046.754543,968230,3434
66,Campaign 8,1166769,2017-11-28,2017-12-06,Line Item 3,3368156,2017-12-06,2017-11-28,11482.360369,137008,214
67,Campaign 8,1166769,2017-11-28,2017-12-06,Line Item 4,3368126,2017-12-06,2017-11-28,22349.701215,231657,633
68,Campaign 9,930857,2017-06-15,2017-08-20,Line Item 1,2916926,2017-08-20,2017-06-15,108877.309038,1656325,6992
69,Campaign 9,930857,2017-06-15,2017-08-20,Line Item 2,2916920,2017-08-20,2017-06-15,76725.928646,949985,1784
70,Campaign 9,930857,2017-06-15,2017-08-20,Line Item 3,2916923,2017-08-20,2017-06-15,27310.994953,263266,579
71,Campaign 9,930857,2017-06-15,2017-08-20,Line Item 4,2916919,2017-08-20,2017-06-15,79153.987563,827827,1322
72,Campaign 9,930857,2017-06-15,2017-08-20,Line Item 5,2916916,2017-08-20,2017-06-15,374.053919,6243,8
73,Campaign 9,930857,2017-06-15,2017-08-20,Line Item 6,2916913,2017-08-20,2017-06-15,128619.249441,3126257,13179
74,Campaign 9,930857,2017-06-15,2017-08-20,Line Item 7,2916911,2017-08-20,2017-06-15,35314.798622,696003,1154
75,Campaign 10,1136989,2017-10-26,2017-11-30,Line Item 1,3265946,2017-11-30,2017-10-26,54091.2634,563026,3555
76,Campaign 10,1136989,2017-10-26,2017-11-30,Line Item 2,3265942,2017-11-30,2017-10-26,28352.695778,339457,2234
77,Campaign 10,1136989,2017-10-26,2017-11-30,Line Item 3,3265941,2017-11-30,2017-10-26,43390.851945,430898,2159
78,Campaign 10,1136989,2017-10-26,2017-11-30,Line Item 4,3265940,2017-11-30,2017-10-26,34651.832019,479425,1571
79,Campaign 10,1136989,2017-10-26,2017-11-30,Line Item 5,3265938,2017-11-30,2017-10-26,53867.321097,426218,5201
80,Campaign 10,1136989,2017-10-26,2017-11-30,Line Item 6,3265936,2017-11-30,2017-10-26,27522.250751,385643,1419
81,Campaign 11,1000196,2017-08-23,2017-09-17,Line Item 1,3070085,2017-09-17,2017-08-23,17626.847256,275238,1166
82,Campaign 11,1000196,2017-08-23,2017-09-17,Line Item 2,3070083,2017-09-17,2017-08-23,5325.603233,57428,180
83,Campaign 11,1000196,2017-08-23,2017-09-17,Line Item 3,3070090,2017-09-17,2017-08-23,3691.678218,50242,137
84,Campaign 11,1000196,2017-08-23,2017-09-17,Line Item 4,3070076,2017-09-17,2017-08-23,17619.963725,292702,1418
85,Campaign 11,1000196,2017-08-23,2017-09-17,Line Item 5,3070075,2017-09-17,2017-08-23,5611.057023,117603,219
86,Campaign 12,1013360,2017-09-01,2017-09-22,Line Item 1,3099936,2017-09-22,2017-09-01,33579.756326,456694,2425
87,Campaign 12,1013360,2017-09-01,2017-09-22,Line Item 2,3099934,2017-09-22,2017-09-01,19155.176173,213899,545
88,Campaign 12,1013360,2017-09-01,2017-09-22,Line Item 3,3099933,2017-09-22,2017-09-01,20042.832081,278005,671
89,Campaign 12,1013360,2017-09-01,2017-09-22,Line Item 4,3099932,2017-09-22,2017-09-01,33598.253776,485091,2950
90,Campaign 13,1079592,2017-10-02,2017-11-05,Line Item 1,3177795,2017-11-05,2017-10-02,16903.017983,292419,1096
91,Campaign 13,1079592,2017-10-02,2017-11-05,Line Item 2,3177794,2017-11-05,2017-10-02,10295.620709,103704,293
92,Campaign 13,1079592,2017-10-02,2017-11-05,Line Item 3,3177792,2017-11-05,2017-10-02,5506.839256,70123,198
93,Campaign 13,1079592,2017-10-02,2017-11-05,Line Item 4,3177790,2017-11-05,2017-10-02,17166.164624,589291,2099
94,Campaign 14,835842,2017-03-27,2017-05-28,Line Item 1,2839260,2017-05-28,2017-03-27,20351.571808,362588,745
95,Campaign 14,835842,2017-03-27,2017-05-28,Line Item 2,2701318,2017-05-21,2017-04-04,26178.306502,332375,487
96,Campaign 14,835842,2017-03-27,2017-05-28,Line Item 3,2670853,2017-05-21,2017-03-27,17062.691484,167895,294
97,Campaign 14,835842,2017-03-27,2017-05-28,Line Item 4,2670816,2017-05-21,2017-03-27,6169.120044,80398,199
98,Campaign 14,835842,2017-03-27,2017-05-28,Line Item 5,2670782,2017-05-21,2017-03-27,5970.094445,135904,160
99,Campaign 14,835842,2017-03-27,2017-05-28,Line Item 6,2670775,2017-05-28,2017-03-27,61705.941746,1468862,3896
100,Campaign 14,835842,2017-03-27,2017-05-28,Line Item 7,2670765,2017-05-21,2017-03-27,12437.660617,234726,484
101,Campaign 15,893414,2017-05-08,2017-06-07,Line Item 1,2812158,2017-06-07,2017-05-08,21756.311343,460395,917
102,Campaign 15,893414,2017-05-08,2017-06-07,Line Item 2,2839363,2017-06-07,2017-05-15,37592.729614,589025,2019
103,Campaign 15,893414,2017-05-08,2017-06-07,Line Item 3,2812114,2017-06-07,2017-05-08,2686.517256,33067,25
104,Campaign 15,893414,2017-05-08,2017-06-07,Line Item 4,2812106,2017-06-07,2017-05-08,7167.60799,90012,140
105,Campaign 15,893414,2017-05-08,2017-06-07,Line Item 5,2812146,2017-06-07,2017-05-08,9188.00601,113224,249
106,Campaign 15,893414,2017-05-08,2017-06-07,Line Item 6,2812167,2017-06-07,2017-05-08,33197.110834,516287,2140
107,Campaign 15,893414,2017-05-08,2017-06-07,Line Item 7,2812077,2017-06-07,2017-05-08,6965.026623,154265,507
108,Campaign 16,936663,2017-06-26,2017-07-30,Line Item 1,2938648,2017-07-30,2017-06-26,33270.474071,616582,1690
109,Campaign 16,936663,2017-06-26,2017-07-30,Line Item 2,2938647,2017-07-30,2017-06-26,59761.059393,1251154,4912
110,Campaign 16,936663,2017-06-26,2017-07-30,Line Item 3,2938646,2017-07-30,2017-06-26,5864.816221,71037,159
111,Campaign 16,936663,2017-06-26,2017-07-30,Line Item 4,2938645,2017-07-30,2017-06-26,3960.864911,48805,111
112,Campaign 16,936663,2017-06-26,2017-07-30,Line Item 5,2938676,2017-07-30,2017-06-26,34814.226862,769178,2239
113,Campaign 16,936663,2017-06-26,2017-07-30,Line Item 6,2938672,2017-07-30,2017-06-26,39810.968793,655104,1822
114,Campaign 16,936663,2017-06-26,2017-07-30,Line Item 7,2938643,2017-07-30,2017-06-26,59735.006175,1750248,5775
115,Campaign 16,936663,2017-06-26,2017-07-30,Line Item 8,2938641,2017-07-30,2017-06-26,10458.522031,212493,544
116,Campaign 17,1136988,2017-10-26,2017-12-17,Line Item 1,3265933,2017-12-17,2017-10-26,53366.195688,575981,2728
117,Campaign 17,1136988,2017-10-26,2017-12-17,Line Item 2,3265932,2017-12-17,2017-10-26,61771.775075,908008,4338
118,Campaign 17,1136988,2017-10-26,2017-12-17,Line Item 3,3265930,2017-12-17,2017-10-26,44168.625843,535069,1846
119,Campaign 17,1136988,2017-10-26,2017-12-17,Line Item 4,3265929,2017-12-17,2017-10-26,42653.303288,532003,1531
120,Campaign 17,1136988,2017-10-26,2017-12-17,Line Item 5,3265928,2017-12-17,2017-10-26,61804.566357,1154333,3898
121,Campaign 17,1136988,2017-10-26,2017-12-17,Line Item 6,3265926,2017-12-17,2017-10-26,61803.010718,1034962,3237
122,Campaign 17,1136988,2017-10-26,2017-12-17,Line Item 7,3265925,2017-12-17,2017-10-26,61657.073265,1023447,5756
123,Campaign 17,1136988,2017-10-26,2017-12-17,Line Item 8,3265924,2017-12-17,2017-10-26,25649.273085,354340,2164
124,Campaign 18,1001048,2017-08-24,2017-10-31,Line Item 1,3072912,2017-10-31,2017-08-24,27956.093659,1379577,3345
125,Campaign 18,1001048,2017-08-24,2017-10-31,Line Item 2,3072910,2017-10-31,2017-08-24,41028.042432,840125,5046
126,Campaign 18,1001048,2017-08-24,2017-10-31,Line Item 3,3072906,2017-10-31,2017-08-24,8358.547852,110955,49
127,Campaign 18,1001048,2017-08-24,2017-10-31,Line Item 4,3072903,2017-10-31,2017-08-24,45916.876222,890250,2292
128,Campaign 18,1001048,2017-08-24,2017-10-31,Line Item 5,3072902,2017-10-31,2017-08-24,21879.253561,284888,602
129,Campaign 18,1001048,2017-08-24,2017-10-31,Line Item 6,3072991,2017-10-31,2017-08-24,43640.503117,3258369,7973
130,Campaign 18,1001048,2017-08-24,2017-10-31,Line Item 7,3072900,2017-10-31,2017-08-24,10467.746344,191720,717
131,Campaign 19,1013563,2017-09-01,2017-12-02,Line Item 1,3159742,2017-10-22,2017-09-01,6628.385877,231983,658
132,Campaign 19,1013563,2017-09-01,2017-12-02,Line Item 2,3159741,2017-10-22,2017-09-01,17861.711232,256653,2366
133,Campaign 19,1013563,2017-09-01,2017-12-02,Line Item 3,3100698,2017-10-22,2017-09-01,31070.889182,405199,568
134,Campaign 19,1013563,2017-09-01,2017-12-02,Line Item 4,3100695,2017-10-22,2017-09-01,62873.50799,808194,808
135,Campaign 19,1013563,2017-09-01,2017-12-02,Line Item 5,3159740,2017-12-01,2017-09-20,34236.046137,1569127,6490
136,Campaign 19,1013563,2017-09-01,2017-12-02,Line Item 6,3159747,2017-10-22,2017-09-20,6858.850007,128614,354
137,Campaign 20,870512,2017-04-10,2017-04-29,Line Item 1,2705672,2017-04-22,2017-04-10,124.376938,1492,2
138,Campaign 20,870512,2017-04-10,2017-04-29,Line Item 2,2705661,2017-04-29,2017-04-10,46433.60701,1041473,984
139,Campaign 20,870512,2017-04-10,2017-04-29,Line Item 3,2705742,2017-04-29,2017-04-10,18484.619822,231860,326
140,Campaign 20,870512,2017-04-10,2017-04-29,Line Item 4,2705809,2017-04-29,2017-04-10,45963.761857,662035,1506
141,Campaign 21,1121746,2017-10-11,2017-12-31,Line Item 1,3223209,2017-12-28,2017-10-11,51447.259141,1081004,3492
142,Campaign 21,1121746,2017-10-11,2017-12-31,Line Item 2,3223205,2017-12-28,2017-10-11,52918.199768,1099042,3477
143,Campaign 21,1121746,2017-10-11,2017-12-31,Line Item 3,3223202,2017-12-28,2017-10-11,30973.942152,611479,2274
144,Campaign 21,1121746,2017-10-11,2017-12-31,Line Item 4,3223191,2017-12-28,2017-10-11,48917.256935,3091969,9570
145,Campaign 21,1121746,2017-10-11,2017-12-31,Line Item 5,3223185,2017-12-28,2017-10-11,283721.695935,12983625,28687
146,Campaign 21,1121746,2017-10-11,2017-12-31,Line Item 6,3223109,2017-12-28,2017-10-11,58500.030439,875778,3373
147,Campaign 22,931584,2017-06-15,2017-08-15,Line Item 1,2919678,2017-08-15,2017-06-15,28492.110496,282060,2186
148,Campaign 22,931584,2017-06-15,2017-08-15,Line Item 2,2919679,2017-08-15,2017-06-15,23358.423082,215211,1911
149,Campaign 22,931584,2017-06-15,2017-08-15,Line Item 3,2919675,2017-08-15,2017-06-15,14945.71873,141814,1241
150,Campaign 22,931584,2017-06-15,2017-08-15,Line Item 4,2919668,2017-08-15,2017-06-15,43389.34057,1388427,1982
151,Campaign 22,931584,2017-06-15,2017-08-15,Line Item 5,2919666,2017-08-15,2017-06-15,41926.582289,2808958,2387
152,Campaign 22,931584,2017-06-15,2017-08-15,Line Item 6,2919667,2017-08-15,2017-06-15,21367.774494,376872,1468
153,Campaign 23,1100172,2017-10-02,2017-12-31,Line Item 1,3186749,2017-12-31,2017-10-02,52128.899225,1221224,3959
154,Campaign 23,1100172,2017-10-02,2017-12-31,Line Item 2,3187548,2017-12-31,2017-10-02,36013.259287,564514,2777
155,Campaign 23,1100172,2017-10-02,2017-12-31,Line Item 3,3186774,2017-12-31,2017-10-02,114697.050842,1859560,12440
156,Campaign 23,1100172,2017-10-02,2017-12-31,Line Item 4,3187478,2017-12-31,2017-10-02,7874.05797,148238,364
157,Campaign 23,1100172,2017-10-02,2017-12-31,Line Item 5,3186756,2017-12-31,2017-10-02,58929.217694,1889313,4970
158,Campaign 23,1100172,2017-10-02,2017-12-31,Line Item 6,3186787,2017-12-31,2017-10-02,50254.18163,2062053,4506
159,Campaign 23,1100172,2017-10-02,2017-12-31,Line Item 7,3186758,2017-12-31,2017-10-02,36528.477644,539021,2152
160,Campaign 24,783916,2017-01-30,2017-02-19,Line Item 1,2531070,2017-02-19,2017-01-30,23906.530687,499633,2398
161,Campaign 24,783916,2017-01-30,2017-02-19,Line Item 2,2531726,2017-02-19,2017-01-30,3212.812881,91536,201
162,Campaign 24,783916,2017-01-30,2017-02-19,Line Item 3,2531684,2017-02-19,2017-01-30,5279.973216,162471,533
163,Campaign 24,783916,2017-01-30,2017-02-19,Line Item 4,2531814,2017-02-19,2017-01-30,7815.168379,470800,630
164,Campaign 24,783916,2017-01-30,2017-02-19,Line Item 5,2531068,2017-02-19,2017-01-30,19471.087282,2553841,2776
165,Campaign 24,783916,2017-01-30,2017-02-19,Line Item 6,2531067,2017-02-19,2017-01-30,9065.89747,113218,478
166,Campaign 24,783916,2017-01-30,2017-02-19,Line Item 7,2531081,2017-02-19,2017-01-30,7965.181455,126398,686
167,Campaign 24,783916,2017-01-30,2017-02-19,Line Item 8,2531069,2017-02-19,2017-01-30,10211.671473,761187,2156
168,Campaign 24,783916,2017-01-30,2017-02-19,Line Item 9,2531066,2017-02-19,2017-01-30,14794.843563,241130,1271
169,Campaign 25,926004,2017-06-15,2017-08-15,Line Item 1,2903390,2017-08-15,2017-06-15,34374.309149,859913,3692
170,Campaign 25,926004,2017-06-15,2017-08-15,Line Item 2,2903432,2017-08-15,2017-06-15,16153.843635,400283,1566
171,Campaign 25,926004,2017-06-15,2017-08-15,Line Item 3,2903396,2017-08-15,2017-06-15,8790.620362,547629,793
172,Campaign 25,926004,2017-06-15,2017-08-15,Line Item 4,2903383,2017-08-15,2017-06-15,95162.795594,7811540,13911
173,Campaign 25,926004,2017-06-15,2017-08-15,Line Item 5,2903382,2017-08-15,2017-06-15,23880.053345,300716,972
174,Campaign 25,926004,2017-06-15,2017-08-15,Line Item 6,2903381,2017-08-15,2017-06-15,48652.912009,840582,3656
175,Campaign 25,926004,2017-06-15,2017-08-15,Line Item 7,2903379,2017-08-15,2017-06-15,40296.137392,4437709,7300
176,Campaign 25,926004,2017-06-15,2017-08-15,Line Item 8,2903376,2017-08-15,2017-06-15,16579.833461,357700,1661
177,Campaign 26,931387,2017-06-15,2017-08-15,Line Item 1,2918878,2017-08-15,2017-06-15,40287.345114,1118765,1081
178,Campaign 26,931387,2017-06-15,2017-08-15,Line Item 2,2918892,2017-08-15,2017-06-15,52769.600904,686794,1779
179,Campaign 26,931387,2017-06-15,2017-08-15,Line Item 3,2919687,2017-08-15,2017-06-15,30927.549652,309294,236
180,Campaign 26,931387,2017-06-15,2017-08-15,Line Item 4,2918862,2017-08-15,2017-06-15,18551.124728,1195586,2183
181,Campaign 26,931387,2017-06-15,2017-08-15,Line Item 5,2918887,2017-08-15,2017-06-15,51915.471385,3495001,6758
182,Campaign 26,931387,2017-06-15,2017-08-15,Line Item 6,2918857,2017-08-15,2017-06-15,23806.439632,415685,1349
183,Campaign 27,689338,2016-09-26,2016-10-09,Line Item 1,2267146,2016-10-09,2016-09-26,0.0,0,1
184,Campaign 28,987964,2017-08-21,2017-09-17,Line Item 1,3050703,2017-09-17,2017-08-21,19543.75594,254160,336
185,Campaign 28,987964,2017-08-21,2017-09-17,Line Item 2,3050687,2017-09-17,2017-08-21,32296.044095,843590,798
186,Campaign 28,987964,2017-08-21,2017-09-17,Line Item 3,3050691,2017-09-17,2017-08-21,35325.472705,853233,822
187,Campaign 28,987964,2017-08-21,2017-09-17,Line Item 4,3050673,2017-09-17,2017-08-21,1662.539026,25544,29
188,Campaign 28,987964,2017-08-21,2017-09-17,Line Item 5,3050681,2017-09-17,2017-08-21,29315.761466,490539,668
189,Campaign 28,987964,2017-08-21,2017-09-17,Line Item 6,3050678,2017-09-17,2017-08-21,19551.25412,423794,556
190,Campaign 28,987964,2017-08-21,2017-09-17,Line Item 7,3050698,2017-09-17,2017-08-21,14617.295991,426061,417
191,Campaign 28,987964,2017-08-21,2017-09-17,Line Item 8,3050712,2017-09-17,2017-08-21,19316.00286,337286,509
192,Campaign 28,987964,2017-08-21,2017-09-17,Line Item 9,3050672,2017-09-17,2017-08-21,38353.45457,644817,1059
193,Campaign 28,987964,2017-08-21,2017-09-17,Line Item 10,3050746,2017-09-17,2017-08-21,4961.613226,118041,158
194,Campaign 29,1100441,2017-10-16,2017-11-05,Line Item 1,3183778,2017-11-05,2017-10-16,44873.452192,799181,1356
195,Campaign 29,1100441,2017-10-16,2017-11-05,Line Item 2,3183785,2017-11-05,2017-10-16,29872.167921,411607,168
196,Campaign 29,1100441,2017-10-16,2017-11-05,Line Item 3,3183787,2017-11-05,2017-10-16,11463.18865,315525,190
197,Campaign 29,1100441,2017-10-16,2017-11-05,Line Item 4,3183786,2017-11-05,2017-10-16,69649.026003,1906770,1711
198,Campaign 29,1100441,2017-10-16,2017-11-05,Line Item 5,3183782,2017-11-05,2017-10-16,34873.567943,612015,753
199,Campaign 29,1100441,2017-10-16,2017-11-05,Line Item 6,3183781,2017-11-05,2017-10-16,18122.40929,436149,530
200,Campaign 29,1100441,2017-10-16,2017-11-05,Line Item 7,3183780,2017-11-05,2017-10-16,15310.414091,548606,565
201,Campaign 29,1100441,2017-10-16,2017-11-05,Line Item 8,3183779,2017-11-05,2017-10-16,12655.762589,218698,282
202,Campaign 29,1100441,2017-10-16,2017-11-05,Line Item 9,3183777,2017-11-05,2017-10-16,4631.05048,79147,126
203,Campaign 30,927270,2017-06-19,2017-12-31,Line Item 1,2915276,2017-12-31,2017-06-19,49876.609745,937661,632
204,Campaign 30,927270,2017-06-19,2017-12-31,Line Item 2,2932462,2017-12-31,2017-06-21,3881.691357,41424,66
205,Campaign 30,927270,2017-06-19,2017-12-31,Line Item 3,2951084,2017-12-31,2017-06-28,222554.302256,3240540,4871
206,Campaign 30,927270,2017-06-19,2017-12-31,Line Item 4,2931980,2017-12-31,2017-06-21,91619.344264,1610117,2499
207,Campaign 30,927270,2017-06-19,2017-12-31,Line Item 5,2932467,2017-12-31,2017-06-21,28352.369217,395115,587
208,Campaign 30,927270,2017-06-19,2017-12-31,Line Item 6,2931842,2017-12-31,2017-06-21,92985.234156,1046201,1678
209,Campaign 30,927270,2017-06-19,2017-12-31,Line Item 7,2931850,2017-12-31,2017-06-21,34227.058458,385636,410
210,Campaign 30,927270,2017-06-19,2017-12-31,Line Item 8,2931855,2017-12-31,2017-06-21,4731.169311,50714,40
211,Campaign 30,927270,2017-06-19,2017-12-31,Line Item 9,2932624,2017-12-31,2017-06-21,53874.168466,1002374,1692
212,Campaign 30,927270,2017-06-19,2017-12-31,Line Item 10,2931908,2017-12-31,2017-06-21,38758.602042,943132,1316
213,Campaign 30,927270,2017-06-19,2017-12-31,Line Item 11,2931882,2017-12-31,2017-06-21,9559.289784,149244,322
214,Campaign 30,927270,2017-06-19,2017-12-31,Line Item 12,2931877,2017-12-31,2017-06-21,309932.458596,5580461,12426
215,Campaign 30,927270,2017-06-19,2017-12-31,Line Item 13,2931869,2017-12-31,2017-06-21,144256.646128,3089399,6942
216,Campaign 30,927270,2017-06-19,2017-12-31,Line Item 14,2931861,2017-12-31,2017-06-21,86985.698914,1141415,1733
217,Campaign 30,927270,2017-06-19,2017-12-31,Line Item 15,2932474,2017-12-31,2017-06-21,13163.635403,162712,265
218,Campaign 30,927270,2017-06-19,2017-12-31,Line Item 16,2932500,2017-12-31,2017-06-22,22930.639195,281610,416
219,Campaign 30,927270,2017-06-19,2017-12-31,Line Item 17,2932471,2017-12-31,2017-06-21,1.412404,50,1
220,Campaign 30,927270,2017-06-19,2017-12-31,Line Item 18,3327708,2017-12-31,2017-11-15,166891.305167,2559786,3910
